,type,category,review,star
131,LG전자 시네빔 PH550,별점,"뽁뽁이로 잘 감싸서 안전하게 배송 받았고요,
제조일자도 최근이고요.
아주 마음에 들어요!^^
드디어 저도 꿈에 그리던 빔 프로젝터가 생겼네요.
오래 알아보고 결정했어요. 다른 저렴한 빔도 많이 알아봤지만,
역시나 LG 시네빔으로 결론이 나더라구요.
앞으로 퇴근 후에 로망을 이뤄볼 생각입니다!ㅎㅎ
가족 영화관도 추진해 볼 예정입니다!
아직 스크린이 도착하지 않았지만,
스크린도 기대해봅니다!",평점5
132,LG전자 시네빔 PH550,별점,"제일 좋은건 사용 편의성이 좋습니다스마트폰 화면공유 잘되고, 외부연결도 원활하게 잘이루어집니다. 화질 또한 선명하고 좋습니다. 암막 수준으로 어두워야만 화면이 잘보일줄 알았는데, 어느정도 조명이 들어와도 화면이 잘나옵니다. 다만 필수3종세트에 들어있는 HDMI케이블은 셋톱박스 연결이 되지 않았습니다.(올레tv) 셋톱에 있는 케이블로 연결하여 tv시청했습니다.",평점5
133,LG전자 시네빔 PH550,별점,사무실에서 회의용으로 구매했습니다. 여기저기 회의실에 들고다니면서 쓰려고 미니로 구매했는데 엄청 무거운편은 아니라 좋네요. 함께 배송온 삼각대로 테스트 해보았는데 수평을 맞추기가 힘들지만.. 거의 문서를 볼거라 크게 문제는 안되리라 봅니다. 영상도 나름 선명하게 잘 나와요,평점5
134,LG전자 시네빔 PH550,별점,다른분들이 화면사진을 많이 올려주셔서 저는 구성이랑 본체위주로 찍었어요 화질은 말할것도없고 왜 진작 안샀나 싶네요 옥탑살아서 티비도 없이 너무 불편했는데 있으니까 너무 편하구 좋아용!! 저렴한거랑 고민 많이했는데 저렴한거 샀으면 후회했을거 같아요 돈 좀 더주고 좋은거 사세요~~~,평점5
135,LG전자 시네빔 PH550,별점,신랑 생일 선물로 주문했는데 하루만에 도착.. 너무나 좋아하니까 저도 좋네요 생각보다 화질 좋고요 컴팩트하니 깔끔 그 자체네요 음향은 처음부터 블루투스 연결해서 들으니 큰 불만없고 수평 크기 자동조절 되고 일단 지금은 노무 좋네요 참 추가 주문한 가방도 크기 적당하니 아주 맘에 들어요,평점5
136,LG전자 시네빔 PH550,별점,생각보다 화질도 너무 좋고 무엇보다 엘지라 믿음이 가네요 밤에 불끄고 보고 있으면 진짜 영화관 온 거 같아요 ㅋㅋ 다른 사람들이 다 부러워합니다 애플 유저라 미러링을 블루투스로 연결할 수 없다는 점은 아쉽지만 케이블 하나만 꽂으면 되니까 괜찮아요,평점5
137,LG전자 시네빔 PH550,별점,"빔 엄청 많은 브랜드 찾아보고 비교했는데 결국 시네빔 샀어요
크기 디자인 화질 다 만족합니다!
다른 빔 처럼 넷플 티빙 등 어플을 바로 사용하지는 못해도
미러링으로 충분하고 화질 소음 등 전반적으로 만족스러워요
침대 헤드 위에 올려놓으니 딱이에요!",평점5
138,LG전자 시네빔 PH550,별점,빔프로젝터 입문용으로 최고의 제품이라 생각합니다. 낮에도 꽤나 선명한 화면을 볼 수 있습니다. 그리고 스크린을 패키지로 묶어주신 것은 탁월한 선택으로 보입니다. 벽지에 쏠 때와 비교했을 때 차이가 크네요. 덕분에 배송 받자마자 즐겁게 영화한편 즐길 수 있었습니다.,평점5
139,LG전자 시네빔 PH550,별점,와 진짜 미니빔프로젝트 살까말까 고민 많았는데영화 좋아하는 저는 대만족이네요화질도 저같은 경우 미니빔 사용이 처음이기때문에기대 이상이구요거의 네이버 블로그에 장단점 작성해주신 분들글이 일치하네요좋은상품 보내주셔서 감사합니다,평점5
140,LG전자 시네빔 PH550,별점,"수요일구매하고, 목요일날 받았어요^^ 스크린은 금요일날 받았는데, 생각했던거보다 엄청커요 캠핑장에서 잘 쓸 수 있을꺼같아요!! 우선 주말동안 집 벽면으로 쏴서 영화봤는데.. 스피커없어도 최대볼륨으로하니 잘 들렸고, 화질도 이만하면 가성비 최고 같습니다^^ 영화관 온 기분으로 정말 좋았어요 진작살껄...^^",평점5
141,LG전자 시네빔 PH550,별점,침실 벽면에 100인치 정도 나오네요.. 극장에.온듯 합니다. 스크린 없이도 깨끗하게 잘 나옵니다. 블투 스피커 연결하니 더 현장감 넘치네요..스마트뷰 미러링 잘되고.. 닌텐도 연결해도 좋네요..스마트 기능(넷플릭스 ㅠㅠ)이 빠진게 아쉬워서 스틱티비 하나 주문해 놨네요.. 저럄하니 추가해서들 쓰세요.,평점5
142,LG전자 시네빔 PH550,별점,중소기업 제품이랑 비교하다가 그래도 브랜드가 있는 제품이 안정적일 것 같아서 550을 구매했습니다. 스크린이 아직 도착하지 않아 하얀색 히터에 투영해서 시연해봤습니다. 블루투스 스피커까지 연결 하니 참 좋네요. 핸드폰 연결로 유튜브 감상도 하고 TV 안테나 단자까지 있어 다방면으로 활용할 수 있는 제품이예요. 이 정도면 꽤 잘한 구매라고 생각됩니다. 그리고 응대한 직원분들도 참 친절했습니다.,평점5
143,LG전자 시네빔 PH550,별점,"30만원대의 빔을 샀다가 마음에 들지 않아 반품하고
엘지꺼를 구매했는데 대만족입니다ㅎㅎ 화질도 기대이상이구요~ 갤럭시는 무선으로 미러링 가능하고, 아이폰은 애플정품 케이블과 hdmi 연결하는거 두가지가 필요하네요! 잘쓰겠습니다~",평점5
144,LG전자 시네빔 PH550,별점,리뷰글도 읽어보고 이것저것 비교해보며 고민하다 구매했는데 너무 잘했다고 생각드네요~ 배송도 빨라서 좋지만 화질이나 기능면에서 완전 만족합니다! 디자인도 예쁘고 기프트로 주신 족자스크린으로 보니 더욱 완벽하네요! 역시 LG네요~^^,평점5
145,LG전자 시네빔 PH550,별점,좋아요!!! 갤럭시랑 미러링도 잘되고 편했어요. 생각보다 화질이 정말 좋네요. 엄청저렴한거 아니지만 가격대가 낮은거라 기대를 하진 않았거든요. 밝아도 나름 잘 보여요. 닌텐도 스위치도 잘 연결되서 좋았어요. 다만 기계 돌아가는 소리가 좀 신경쓰이긴 한데 소리키우면 되서 만족합니다. 서비스로 주신 스크린은 생각보다 너무 커서 당황했네요 ㅋㅋㅋㅋ 그래도 주신거 잘쓸게요.,평점5
146,LG전자 시네빔 PH550,별점,이사하면서 티비 말고 빔프로젝트를 놓고 보려고 주문했어요11절 행사로 더 저렴하게 구입한 거 같고 삼각대까지 사은품으로 받을 수 있어서 너무 좋았어요!사은품이라 큰 기대 안 했는데 엄청 튼튼하고 좋은 걸로 주셨더라구요!8월 11일 일요일 밤에 주문 했는데요. 월요일날 바로 배송 시작해서 화요일 점심 때 받았어요포장 완전 꼼꼼하게 잘 되어 있구요!생각보다 더 작고 가벼워서 만족했어요틀었을 때 사진을 못 찍었는데 소음 심하지 않고 화질은 굿굿입니당 !!:)엘지빔 고민했었는데 사길 잘했네요 ㅠㅠㅠㅠ방에 작은 영화관이 생겼어요!,평점5
147,LG전자 시네빔 PH550,별점,너무너무 만족스러워요! 밤에 보니 미니영화관이 따로 없네요. 다만 낮에는 어두운 장면이 뭉개져서 제대로 안보이기때문에 어두운 장면이 나오는 영상은 무조건 해가 지고 난 후 보는걸 추천합니다. 전 핸드폰으로 스크린쉐어 기능을 이용해서 보는데 진찌 편하고 좋은것 깉아요,평점5
148,LG전자 시네빔 PH550,별점,배송 빠르고 화질 좋고~~ 실버색상 예쁘네요~~침대 헤드 위에 올려놓고 보고있어요 소리도 스피커 별도로 없어도 될 정도로 잘 들리네요 매일밤 1일 1영화 하고있습니다^^ 다만 무선으로 쓰기엔 배터리 소요시간이 짧아 완충해놓고 영화보다가 중간쯤보면 배터리없다고 나와서 코드 연결하고 영화봐야하네요~~,평점5
149,LG전자 시네빔 PH550,별점,"그 전까지는 대륙의 실수라는 빔 쓰다가 큰맘먹고 엘지로 바꿨어요
사실 크기 조절이 안돼 불편해 바꾼건데 얘도 인되네요ㅋㅋ 제대로 안알아보구 바꾸는 바람에..
그래도 끝내주는 화질이 제 속쓰리는 마음을 달래주고도 남네요",평점5
150,LG전자 시네빔 PH550,별점,"이번에 고민 고민 하다 엘지 미니빔 구입 했습니다.. 엘지의 미니빔이 저는 너무너무 만족하는 제품이에요 . 이름값하는 자그마한 사이즈도 좋고, 전용 파우치가 베이지색인 것도 좋고, 본체와 리모컨,전원 선까지 올 화이트라 좋고, 화질도 선명 해서 좋습니다.

여행이나 캠핑 가서 보기도 좋다는 점 올 해가 가기전에 구입해서 너무 좋아요",평점5
151,LG전자 시네빔 PH550,별점,"생각보다 되게 작아요! 휴대성이 너무 용이할것 같구요, 작은데 화질은 생각보다 되게 선명해서 좋아요~ 저같은경우엔 사운드를 중요하게 생각해서 블루투스 스피커 같이 사용중이구요, 소음도 생각보다 안나고 발열도 많이 안나는것같아요! 핸드폰도 갤럭시라 미러랑 너무 간편하고 좋네요~ 2019에 제일 잘 산 제품중 하나에요~방구석 영화관 너무좋아요^^",평점5
152,LG전자 시네빔 PH550,별점,주말에 받아서 바로 연결해서 보았습니다.화질도 깨끗하고 음질또한 좋아서 따로 스피커 연결하지만 않아도 만족스럽게 보았습니다. 다만 핸드폰미러링하면 간혹끊김이있었지만 불편할 정도는 아니었고 매우 만족합니다.삶의 질이 순간적으로 확 올라갈수 있는 아이템 lgph550 왜 이제 샀는지 모를겠습니다 너무너무 강추합니다,평점5
153,LG전자 시네빔 PH550,별점,"전부터 사고싶었던 빔을 이제서야 구입했네요
요즘 넷플로 드라마도 보고 영화도 많이 보는데
거실한쪽편에 받자마자 쏴보니 👍👍
너무 좋아여 왜 이제서야 샀나했어요
캠핑가서도 쓰면 좋을것 같습니다.
코로나로 집콕에 많은 활력소를 줄 물건이에요",평점5
154,LG전자 시네빔 PH550,별점,"컴팩트한 사이즈에 너무 이쁜 디자인이 우선 너무 마음에 들어요!!
더 저렴한 상품들과도 비교했지만 믿고 사는 엘지
개봉해본 순간 잘샀다 싶어요~!!
실제 교육용으로 사용하는 곳에서 화면 보고 선택하였습니다^^
글씨도 잘 보이고 너무 좋더라구요",평점5
155,LG전자 시네빔 PH550,별점,빔에 대한 기대치에 부합!!혹시라도 고민하시는 분이 있다면 적극 추천 드립니다.가족들과 영화보기 위해 구매했는데...만족도 베리 굿입니다.사진: 스마트폰과 연결하여...스크린에 비추고...블루투스 스피커로...보고 있습니다.,평점5
156,LG전자 시네빔 PH550,별점,처음에 화질이 안좋아서 문의했었는데 다시 아이폰으로 연결하니까 화질이 좋은거 같이 느껴져서 반품안하고 씁니다 넷플리스에서 영상화질이 안좋았던거였어요..다른영화보니 화질도 좋고 쓸만합니다 오해했었네요 완충하려면 온으로 놓고 충전해야 완충이 됩니다 아이폰은 어댑터 비싸게주고 사는거 빼곤 괜찮네요,평점5
157,LG전자 시네빔 PH550,별점,"추석 전 받으려구 퀵 신청해서 받았어요! 덕분에 연휴 동안 영화 재밌게 보는 중입니다!! 아직 스크린이 없어 흰 벽에 쏴서 보는데 미니빔 치고 선명하고 밝고 화질도 조아요!
캠핑가서도 쓰려고 샀는데 매우 만족 하고요~ 다음주에 캠핑 갈껀데 얼른 스크린도 왔음 좋겠네요~~",평점5
158,LG전자 시네빔 PH550,별점,"주문한 바로 다음날 배송 받아서 너무 좋았습니다!
다른 제품이랑 비교하다가
역시나 믿고 사는 LG 제품이라 생각하고 질렀어요!!
아직 80인치 스크린에 쏴보지는 못했지만
너무 만족스러워요!!
블루투스 연결을 잘 못해서 처음에 당황했는데
LG 직원분의 빠른 대처로 금방 해결해서 굿!
자취생활의 로망이었는데, 이렇게 이룰 수 있어서 더 뿌듯!!",평점5
159,LG전자 시네빔 PH550,별점,"고민하다가 구입한 시네빔...생각한것 보다화면이 더 선명하고, 폰으로 미러링 해도 끊김없이 잘 나옵니다. 스크린이 오기 전이라 잔잔한 패턴이 있는 벽면에 투사해도 화질 좋습니다. 영화를 좋아 하는 우리 가족에게는 아주 적합한 제품이라 생각합니다.",평점5
160,LG전자 시네빔 PH550,별점,"삼성제품이랑 엄청나게 고민하면서 샀는데,
역시 디자인이 너무 이뻐요 ~ 휴대하기도 너무좋고
캠핑다니면서 사용하려고 산거라
야외에서 봐도 잘보여서 대만족입니다.
고민하고 산게 너무 후회될정도의 만족도에요~
다른 지인들한테도 많이 추천해야겠어요 ~~",평점5
161,LG전자 시네빔 PH550,별점,"기지고 다니기 편한 제품을 알아보던 중 저가형 제품을 사느니, 제대로 된 제품을 사자고 맘 먹고 샀는데, 너무 기대 이상입니다. 작고 깜찍한 것이 성능도 대단하네요. 집의 하얀 벽면을 꽉채우고도 남는 선명한 화질, 집이 영화관으로 바뀌었습니다. 배송도 빠르고 대 만족입니다.",평점5
162,LG전자 시네빔 PH550,별점,"온라인 상에서 봤을땐 다른제품에 비해서 많은 소비자들이 구매하고 가격대비 괜찮아 보여서 구매했는데 제품 받아보니 너무 아담하고 귀엽고, 장소에 구애받지않고 사용가능하고 보관하기도 편리할것 같아 좋습니다.
아직 작동까진 해보지 않았지만 잘 사용하겠습니다",평점5
163,LG전자 시네빔 PH550,별점,"고민한 시간이 아깝네요ㅠㅠ 배송 받고 바로 연결해서 켜봤어요. 생각보다 설치도 쉽고, 아이폰미러링케이블도 연결 잘 되었어요. 소리도 리모컨으로 키울 수 있어서 좋네요.ㅎㅎ 기기에서 나는 소리는 제 기준으로는 많이 거슬리지 않는 정도입니다. 화질은 말할것도 없는 것 같아요. 스크린이있었으면 좀 더 선명했겠지만.. 전 이정도도 훌륭하다 생각합니다. 낮에도 잘 보여요.ㅎㅎ 사진으로는 표현이 안되서 아쉽네요.. 잘 사용하고 한달 사용 후기 쓰겠습니다.^^",평점5
164,LG전자 시네빔 PH550,별점,부모님이 사고 싶어하셔서 보내드렸어요마당에서 보시려던 거라 스크린 필요했는데 사은품이 스크린이여서 따로 구매할 필요 없이 잘 보고 있습니다스크린이 먼저 도착하고 빔은 배송 이틀정도 걸렸어요 올해 일흔이신데 쉽게 연결 하시고 폰 연결해서 첫날 야구중계도 보시고 넷플릭스로 못보셨던 영화랑 예능프로 보고 계신다네요화질도 괜찮고 음향은 따로 스피커 연결 안했는데도 들으실만 하시답니다.,평점5
165,LG전자 시네빔 PH550,별점,벽지가 흰색이라서 벽에 바로 켜봤습니다. 가볍고 손바닥만한것이 맘에드네요. 공간차지 얼마 안합니다. 화질도 선명해서 좋아요~ 블루투스 스피커 연결해서 들으니까 영화관이 따로없움... 너무 만족스럽네요 배송도 빠르고 추천!!,평점5
166,LG전자 시네빔 PH550,별점,"착한가격에 좋은 제품. 빠른배송. 거기다 80인치 스크린까지.. 사은품 스크린마저 상품이 좋네요.. ^^
오자마자 요미들 영화 너무 잘보고 있어요..
화질좋고 내장배터리라 충전후 코드 연결없이 볼수있어 더욱이 좋아요.
폰연결되니 이것저것 보여주기도 편하고..
제품도 사이즈 좋고 가볍고 파우치도 있어서 보관하기도 좋아요.. 빔파우치 너무 이쁘구요..
모든게 만족스러운 상품입니다..^^",평점5
167,LG전자 시네빔 PH550,별점,화질하며 밝기 최고입니다 빔을 바꾸면서 좀더 비싸더라도 제대로된 제품을 사기로 마음먹어서 선택했는데 대만족입니다 사진은 없지만 led등 바로 아래에서도 잘보여서 놀랏습니다 최신 10월7일 제조상품으로 보내주셨네요 감사합니다,평점5
168,LG전자 시네빔 PH550,별점,드디어 구매했네요~밤에 천장에다 쏘며 아이들 영화 한편씩 보여 주며잠들어요 애들이 너무 좋다고 해요^^낮에 틀어요 선명하게 나와서 너무 좋아요예전에 저가 빔이랑 비교해보면 왜 이제샀나 싶을정도루비싼게 확실시 좋네요~,평점5
169,LG전자 시네빔 PH550,별점,"영화보기를좋아하는아이들때문에구매하게되었어요..
낮에는선명도를위해거리를앞에두고보고밤에는멀리두어영화관처럼해서봅니다..매일틀어달라고해서요즘열심히사용하고있어요..
디자인도화이트라깔끔하고작고가벼워어디든설치해서보기편합니다..",평점5
170,LG전자 시네빔 PH550,별점,삼각대는 어떤 삼각대도 사용가능하고 스크린도 크네요. 족자라 잘 고정해야 하지만 집이 영화관이 되어서 좋네요. 미러링도 정말 간편하구요. 핸드폰으로 어제 동백이 틀어서 선연결없이 그냥 실시간 티비 사용했어요. 인터넷에 케이비에스2 들어가면 꽁짜로 온에어 가능하니깐 우헤헤 티비없이 사는 우리 가족은 넘나 좋은 아이템 생겼어요. ♡♡ 잘쓸게요.,평점5
171,LG전자 시네빔 PH550,별점,"여러빔 보고 고민하다가 LG 빔을 구매하게 되었습니다.
우선 배송이 하루만에 와서 정말 빨랐고,
포장도 꼼꼼하게 해주시고 갤럭시와는 스마트뷰로
미러링도 손쉽게 되고 화질도 너무 좋네요. 강추입니다.
지인들에게 추천해서 모두 구매 예정입니다.",평점5
172,LG전자 시네빔 PH550,별점,저렴이 샀다가 바로 후회하고 이걸로 질렀는데 정말 너무너무 좋아서 삶의질이 높아진 기분! 일 마치고 시네빔 보는 행복으로 삽니다. 흔들릴때 찍어서 요정도 나왔는데 화질 진짜 좋고 계속 볼거니 요정도 투자해도 될듯해요 완전추천해용,평점5
173,LG전자 시네빔 PH550,별점,화질 너무 선명하고 좋습니다.LG 엑스붐 블루투스 스피커 예전에 샀었는데시네빔 볼때 함께 사용하니 정말 최곱니다. 그냥 영화관임.영화뿐만 아니라 유튜브 볼때도 빔 쏴서 봐요 더욱 집순이 집돌이 부부가 되게 생겨서 큰일이에요 ㅎㅎㅎ,평점5
174,LG전자 시네빔 PH550,별점,"상품 매우 만족합니다. 사은품도 바로 받았고 괜찮네요.
가족들이 매우 좋아하고 밤에는 선명하게 잘 보입니다.
다만 낮에는 커튼을 치지 않는이상, 보기는 어렵더라구요.
하지만 낮에 보려고 산건 아니니, 이정도면 가격대비 굉장히 만족합니다.
핸드폰 미러링도 잘 되구요.
많이 파세요.",평점5
175,LG전자 시네빔 PH550,별점,"아이들을 위해 티비없는 거실로 만들어 살고 있어요 거실 전면을 책장을 넣어 쓰고 있어요아이들이 책을 열심히 봐서 뿌듯하긴 하나, 어른들이 아쉬워서 검색끝에 이 제품 구매하게 됐어요 화질도 좋고 사은품 스크린도 맘에 드네요 다만 위아래 조절기능이 없어 조금 불편하네요",평점5
176,LG전자 시네빔 PH550,별점,"아주 오래전부터 여기저기 서칭하며 선택한 PH550s 신의 한수 였네요.. 배송도 빠르고 매장에 직접 통화드릴때도 너무너무 친절하게 응대해주셔서 좋았습니다. 배송 받자마자 틀어본 시네빔.. 아이들이 우~와!!! 너무 좋아해서 점수 좀 땄네요..화질도 선명하고, 소음도 못느끼구 블루투스 스피커 연결하니 넘 좋으네요. 작동하는것도 넘 쉬어요..오랫동안 고르고 고르다 선택한 보람이 있었습니다. 강추~~~",평점5
177,LG전자 시네빔 PH550,별점,"너무 좋아요!!
오후 5시쯤 주문했는데 다음날 도착해서 깜짝 놀랐어요.
영상도 안끊기고 밝은 낮에 암막스크린내려봤는데 선명하게 잘 보였어용!!
너무 마음에 들어요 진작살껄
그리고 타사이트 최저가보다 더 싸게 사서 기분 좋아용^^",평점5
178,LG전자 시네빔 PH550,별점,"화질은 좋고 캠핑때 쓰려고 작은게 필요했었는데 딱인것 같습니다. 합리적이라지만 솔직히 좀 부담되는 가격임에도 가심비는 좋습니다.
참고로 아이폰 유저 및 넷플릭스 매니아라면 따로 아이폰전용선을 구매하지말고 구글캐스트로 시청하시면 좋을듯 합니다. 아이폰전용선으로는 넷플릭스 시청이 안됩니다.",평점5
179,LG전자 시네빔 PH550,별점,"pf50ks랑 pf50fa, ph550 사이에서 고민하다가 가격적으로 가장 좋은 ph550으로 주문했는데 만족해요! fhd였으면 더 좋았겠지만... pf50ks는 싸게 사려면 기다려야되서 550 샀는데 나름 화질 좋고 화질에 대한 불편함은 없네요 하나 좀 아쉬운건 폰이나 노트북 무선연결하면 끊겨요 ㅠㅠ 그래서 usb 이용해야하는 불편함이 좀 있는데 그래두 잘 이용하고 있어요 집이 영화관이 된 순간이고 넘 감동 ㅎㅎ 이게 바로 소확행입니다 :)",평점5
180,LG전자 시네빔 PH550,별점,"빔 프로젝트 여러개 알아봤지만 최종 결정은 PH550
기본품 깔끔하게 들어가있구, 스크린도 받아서 더 좋네요!
벽에 잠깐 틀어봤는데 화질이 생각보다 너무 좋아서 놀랐습니다!
미러링 방법도 쉽고 굿이네요!
영화 받아서 스크린에다가도 봐야겠어요^^",평점5
181,LG전자 시네빔 PH550,별점,"매우가볍고 조작도 편리합니다. 스크린이 아닌 흰벽 벽에쏴도 밝기도 매우좋고 선명도도 좋고합니다. 미러링 에 단점은 태블릿, 핸드폰의 기종 에따라 약간 화면끊김현상이 있는데 이런점을 토대로 케이블을 사용하는것이 좋을것같습니다.",평점5
182,LG전자 시네빔 PH550,별점,가격대비 완죤 만족합니다구입하기 전 어떤걸로 살까 고민 많이 했는데사고보니 왜 망설였는지 더 빨리 구입하지 못한걸 후회했답니다 ㅋㅋ주위 지인들에게도 추천했답니다 ^^ 늦은 밤 불끄고 맥주 한잔하면서 보는 영화는 굳! 모두의 로망이지요 ^^,평점5
183,LG전자 시네빔 PH550,별점,"집이 영화관이 되었어요.

중소기업 고민하지 마시고 요거 물건입니다.

이가격에 족자 까지 거기다가 포토 후기 이벤트 까지

있으면 꿀이네요!

연결 쉽고 영상 끝내주고!

화면 120인치 크기만큼 크게 한거고요.

사은품으로 주신 80인치 족자 거실에 걸어났는데 딱좋아요ㅎㅎ

좋은거만 쓰면 그렇죠? 삼성 S8+ 인데 연결하면 끊김있어요

크롬캐스트가 필요해요 ㅠ 이것 말곤 깔게 없네요

정말 만족중이에요 ㅎㅎ!",평점5
184,LG전자 시네빔 PH550,별점,한참 고민했었는데 고민한 시간이 아깝습니다ㅋㅋ 매일 무도 보다 잠드는데 안방에 쏘니까 정말 딱입니다! 아이폰이라 별도의 케이블만 다시 사려구요~ 노트북 삼성인데 연결 완전 잘됩니다 블투 스피커로 하니까 더 좋아요 늦은 오후인데 커튼 안치고도 저정도 보이네요! 밤에 커튼 제대로 치면 더 선명하고 잘 보일거 같아요 배송도 빠르고 좋아요!,평점5
185,LG전자 시네빔 PH550,별점,"당일출고라 다음날 올 줄알았는데, 명절 전이라 택배가 많이 밀려서 이틀만에왔어요~
사은품이 하루만에 먼저 도착해서 웃펏지만
이해합니다 :D
출고는 분명히 당일에 해주신거 확인했어요ㄱㅅㄱㅅ
받자마자 눈누난나 집에 들고와서 만지작 거리기 시작
PH550에있는 기능들 전부 체크했어요~ 잠깐잠깐했지만 다 정상! 햅격~ 계속 오래오래 문제없이 나와 함께해주길♡
태풍으로 비가와서 밖에 가지고나가서 해보진 못했지만
방벽에 최대로 땡겨 봤어요ㅋㅋ60~70인치정도는 나오는데 화질 굿좝!",평점5
186,LG전자 시네빔 PH550,별점,크기 궁금해 하시는분 계실것 같아 리뷰합니다. 우선 화질 좋구요. 리모콘 조작편하구요. 컴펙트하구요. 부팅 빠르구요 가볍습니다. 다만 아쉬운거 하나는 충전선이 조금 짧다는거. 하지만 충전하면 두시간 가니까. 만족합니다. 망설이지 마시고 구매하세요. 강추,평점5
187,LG전자 시네빔 PH550,별점,"지.젼.

넘나 맘에듭니다.....

내장스피커가 소리 작단 얘기가 있어서 좀 걱정했는데 원룸에서는 충분하네요

80인치 와이드 스크린 같이 주문했습니다
빔과 스크린 간격을 2400(잘 기억안남)정도 띄워주니 와이드스크린 꽉차게 나옵니다

화질도 뭐 40만원에 이정도?면 완죤 !
굳굳!",평점5
188,LG전자 시네빔 PH550,별점,"빔 프로젝트를 구매하려고 며칠동안 고민하다가 선택한 ph550. 가장 많이 판매되었다는
모델답게 만족스럽습니다. 필수키트이벤트로 hdmi 케이블, 미니삼각대, usb, 족자스크린까지 잘 받았고 배송도 빠른편입니다. 족자스크린 삼각대, 고급삼각대도 추가 구입했고, 다른 업체에서 하드케이스와 구글크롬캐스트(아이폰 유저라서 ㅠㅠ) 추가 구입했네요. 기존에 쓰던 블루투스 이어폰까지 연결하니까 집에 있는 티비는 안보게 됩니다. 구매하길 완전 잘했네요!!",평점5
189,LG전자 시네빔 PH550,별점,사용하기 편하고 거리에 따라 영상 사이즈 조절이 된다는 게 가장 좋습니다. 내부 스피커도 괜찮고 가까이서 볼 일이 많아 헤드폰으로도 가끔 들으면서 영상을 봅니다. 무엇보다도 블루투스 스피커로 연동해서 보는게 가장 만족스럽긴 합니다.,평점5
190,LG전자 시네빔 PH550,별점,예전에 제우스 미니빔 초기 모델 쓰다가 넘어왔습니다. 스마트뷰 블루투스 연결이 정말 간편하네요. 리모컨이 있어서 티비 안테나 연결하면 대형 티비가 새로 생긴 느낌입니다. 저녁에 해가 지기 전인데도 볼만 합니다. 가성비 참 좋다 생각합니다.,평점5
191,LG전자 시네빔 PH550,별점,일단 제품 사이즈에 비해 영상 출력과 크기 마음에 드네요안시가 좀 낮지만 가격대비 좋네요작은 가방도 있네요그냥 막 사용하는데는 문제 없겠네요아이폰이 안되는게 좀 아쉽네요스피커가 좀 약해서 별도 블루투스랑 연결했네요,평점5
192,LG전자 시네빔 PH550,별점,남자친구 생일선물로 구매 했는데 남자친구가 엄청 좋아해요!! 크기는 손바닥정도 크기고 무게도 가벼워서 남자친구가 부산-서울 왔다갔다하는데 가볍게 들고 다니고 있어요 지인분들한테 lg 시네빔 애기했는데 다 알고 계실정도로 유명하기도 하고 일단 a/s가 보장되서 너무 좋은거같아용,평점5
193,LG전자 시네빔 PH550,별점,"사무실에 직원들 교육용으로 구매하게 되었습니다. 천장형은 비용도 비싸고 스크린도 고정해야 되는데 저희는 총 3군데 장소를 돌아가며 사용해야 해서 고민 끝에 이 제품으로 결정했어요.
사은품으로 주신 스크린이 있지만 이 화면은 그냥 벽면에 쏴 본 건데도 영상이 아주 깨끗하네요. 삼각대는 고급삼각대로 별도 구매하길 아주 잘한 것 같아요. 집에 가져가서 영화를 보고 싶은 맘이 굴뚝같네요 ㅎㅎㅎ",평점5
194,LG전자 시네빔 PH550,별점,배송이 하루만에 왔네요ㅎ 너무 좋아요~ 사이즈가 작아서 가지고 다니기 좋고 삼각대에 설치하기도 좋네요~ 화질 좋고 자동으로 수평조절되서 딱히 설정할께 없네요~ 폰연결도 잘되구요 당장은 스피커 없이 써도되겠어요 소음이나 열은 있지만 이정도는뭐 괜찮죠ㅎㅎ 만족합니다~,평점5
195,LG전자 시네빔 PH550,별점,만족스럽습니다 받기전에 걱정많이 했는데 선명하고 소리도 커요 휴대하고 다니기 좋을 크기 무게 만족합니다. 다만 삼각대에 설치했을때 한쪽이 약간들려서 벽면에 ？i을때 살짝 삐뚤어지네요 스피커는 크기에 비해 소리도 좋고 잡음도 없어요,평점5
196,LG전자 시네빔 PH550,별점,배송도 빠르고 제품도 최신껄로 와서 너무 기분 좋게 받았습니다. 다만 화면 인치 조절이 빔프로젝트 위치에 따라 조절이 되고 초점을 맞추는 방식이라 구입하시는 분들 미리 참고 하시면 좋을 것 같습니다.어쨌든 대만족입니다^^ 많이 파세요~!,평점5
197,LG전자 시네빔 PH550,별점,"드디어 받았습니다~ 배송은 주문하자마자 바로 출고되서 다음날 받았구요! 스크린도 같이 보내주셨습니다 :) 크기 조절은 수동이지만 키스톤 조정도 되고 화질고 좋고 너무 좋아요ㅠ 맨날 빔보다가 시간 다갈 각입니다
고민이신분들 망설이지 말고 구매하시면 됩니다! 삶의 질을 높여줍니다 예쁘게 잘쓸게요 감사합니다 :)",평점5
198,LG전자 시네빔 PH550,별점,배송이 빠릅니다. 기계 자체적으로 거리조절하는 기능이 없어서 화면 크기를 조정하려면 앞 뒤로 기계 자체를 움직여야되는 단점이 있습니다. 프로젝터 놓을 위치랑 스크린 위치사이의 거리를 조절하기 어려운 경우에는 그 점을 고려해서 사는게 좋을 것 같습니다.,평점5
